Issue_ID,Date,Role_Type,Location_Block,Location_Room,Equipment,User_Complaint_Text,Actual_Diagnosed_Problem,Fix_Action_Taken,Time_Taken_Hours,Cost_INR,Parts_Replaced,Urgency_Level,Status
LPU-MAINT-2024-0068,2024-11-22,Lab_Technician,Block-32,Server Rack-32B,Network Switch (Cisco Catalyst 2960),"Switch dropping packets on VLAN 40, port amber lights flashing sporadically",Internal packet buffer ASIC chip overheating due to dust blanket over heatsink,Technician servicing rack; cleaning heatsinks and inspecting switch backplane,1.5,1200,None,High,In_Progress
LPU-MAINT-2024-0069,2024-11-24,Student,GH-4,D-406,Geyser (Racold 25L),"Geyser auto-cut not working, water boiling hot and steam hissing",Stem thermostat contact points fused together under electrical arcing,Replacement stem thermostat requisitioned; unit powered off for safety,1.0,950,Racold Stem Thermostat,Critical,In_Progress
LPU-MAINT-2024-0070,2024-11-25,Student,BH-5,4th Floor Corridor,RO Water Purifier (Kent Grand),RO purifier water rejected stream is flowing continuously but pure tank not filling,"Auto-flush solenoid valve stuck in open position, dumping all feed water to reject drain",Awaiting replacement SV valve from stores; technician commenced dismantling,1.0,850,Solenoid Valve 24V,Medium,In_Progress
LPU-MAINT-2024-0071,2024-11-25,Lab_Technician,Block-38,Lab-38-202,Lab Power Distribution Unit,Lab row 2 floor power outlet box cracked and loose wires exposed,Physical damage from heavy floor cleaning machine hitting floor pop-up box,Work underway; replacing heavy-duty aluminum pop-up floor socket box,1.5,2200,Aluminum Pop-up Floor Box,High,In_Progress
LPU-MAINT-2024-0072,2024-11-26,Warden,GH-2,Turnstile Entry Gate,Biometric Scanner (Suprema BioEntry W2),"Scanner screen frozen on Suprema logo, not accepting student finger or card",Internal NAND flash firmware corrupted following power dip,Work in progress; reflashing firmware using manufacturer recovery tool,1.5,900,None,High,In_Progress
LPU-MAINT-2024-0073,2024-11-27,Student,BH-2,C-315,Geyser (Bajaj 15L),Geyser making loud humming sound and water takes 1 hour to get lukewarm,Heavy scaling layer insulating element; thermal transfer efficiency severely degraded,Work in progress; geyser unit dismantled for tank chemical descaling and element check,1.5,900,Descaling Compound & Gasket,Medium,In_Progress
LPU-MAINT-2024-0074,2024-11-28,Student,BH-4,C-402,Geyser (Racold 25L),"Water is either ice cold or boiling scalding hot, thermostat knob seems broken/loose inside",Stripped thermostat adjustment spindle and oxidized contact leaf causing intermittent connection,Unit dismantled for diagnostic overhaul; Racold Thermostat Controller ordered from OEM service center,1.5,900,Racold Thermostat Controller,Medium,In_Progress
LPU-MAINT-2024-0075,2024-11-28,Faculty,Block-26,Room-26-105,"Smartboard (Promethean ActivPanel 75"")",Smartboard speakers crackling and audio dropping during online guest lecture,Internal 15W stereo audio amplifier IC output pins cold soldered on audio daughterboard,Audio amplifier module dismantled for circuit inspection and component replacement,1.5,2800,Audio Amplifier Module,Medium,In_Progress
LPU-MAINT-2024-0076,2024-11-30,Warden,GH-4,Main Gate Entrance,CCTV System (Hikvision DS-2CD),"Night vision on gate camera is completely black, no image after 6 PM",Infrared LED array board power MOSFET burnt out,Technician assigned to replace IR illuminator circuit board,0.5,0,None,Medium,Pending
LPU-MAINT-2024-0077,2024-12-01,Warden,BH-2,Cycle Parking Area,CCTV System (Hikvision DS-2CD),Parking CCTV camera lost video feed since storm yesterday night,Water ingress in external RJ45 junction box shorted PoE pins,Technician assigned to re-crimp connector and install IP66 weatherproof junction box,0.5,0,None,Medium,Pending
LPU-MAINT-2024-0078,2024-12-02,Warden,BH-5,Back Gate Entry,CCTV System (Hikvision DS-2CD),Back gate outdoor camera feed flickering and dropping frames intermittently,Damaged weather-proof junction box letting moisture into Balun connector,Technician assigned to inspect outdoor cable conduit and replace junction box,0.5,0,None,Low,Pending
LPU-MAINT-2024-0079,2024-12-05,Student,BH-5,B-305,Geyser (Bajaj 15L),"No hot water coming from geyser in room B-305, green light blinking weirdly",Thermal cutout switch tripped due to dry heating when tank supply water was disrupted,Technician assigned; scheduled for continuity check and reset,0.5,0,None,High,Pending
